x,y,z
182005.13,533688.48,20.2
182005.13,533598.48,18.21
182005.13,533508.48,16.62
182005.13,533418.48,15.22
182005.13,533328.48,12.45
182005.13,533238.48,9.93
182005.13,533148.48,7.78
182005.13,533058.48,5.73
182005.13,532968.48,4.89
182005.13,532878.48,4.57
182005.13,532788.48,4.47
182005.13,532698.48,4.66
182005.13,532608.48,4.96
182005.13,532518.48,5.2
182005.13,532428.48,5.26
182005.13,532338.48,5.23
182005.13,532248.48,5.7
182005.13,532158.48,6.79
182005.13,532068.48,6.52
182005.13,531978.48,4.7
182005.13,531888.48,4.09
182005.13,531798.48,4.45
182005.13,531708.48,5.9
182005.13,531618.48,9.09
182005.13,531528.48,13.59
182005.13,531438.48,19.09
182005.13,531348.48,28.18
182005.13,531258.48,42.51
182005.13,531168.48,52.62
182005.13,531078.48,50.01
182005.13,530988.48,41.6
182005.13,530898.48,34.3
182005.13,530808.48,30.9
182005.13,530718.48,27.48
182005.13,530628.48,24.67
182005.13,530538.48,25.39
182005.13,530448.48,27.51
182005.13,530358.48,29.6
182005.13,530268.48,32.26
182005.13,530178.48,37.4
182005.13,530088.48,45.6
182005.13,529998.48,55.83
182005.13,529908.48,67.28
182005.13,529818.48,79.1
182005.13,529728.48,87.58
182005.13,529638.48,87.41
182005.13,529548.48,81.09
182005.13,529458.48,78.55
182005.13,529368.48,84.55
182005.13,529278.48,95.34
182005.13,529188.48,112.16
182005.13,529098.48,136.2
182005.13,529008.48,150.78
182005.13,528918.48,140.07
182005.13,528828.48,119.28
182005.13,528738.48,102.1
182005.13,528648.48,91.24
182005.13,528558.48,83.59
182005.13,528468.48,79.36
182005.13,528378.48,78.24
182005.13,528288.48,71.31
182005.13,528198.48,59.34
182005.13,528108.48,49.13
182005.13,528018.48,40.9
182005.13,527928.48,31.94
182005.13,527838.48,25.61
182005.13,527748.48,24.64
182005.13,527658.48,26.55
182005.13,527568.48,26.23
182005.13,527478.48,22.81
182005.13,527388.48,19.39
182005.13,527298.48,18.74
182005.13,527208.48,23.62
182005.13,527118.48,33.01
182005.13,527028.48,40.49
182005.13,526938.48,40.05
182005.13,526848.48,32.76
182005.13,526758.48,26.95
182005.13,526668.48,28.58
182005.13,526578.48,33.09
182005.13,526488.48,33.53
182005.13,526398.48,32.16
182005.13,526308.48,30.7
182005.13,526218.48,26.1
182005.13,526128.48,22.18
182005.13,526038.48,21.34
182005.13,525948.48,20.49
182005.13,525858.48,19.82
182005.13,525768.48,20.68
182005.13,525678.48,22.71
182005.13,525588.48,24.84
182005.13,525498.48,25.77
182005.13,525408.48,24.79
182005.13,525318.48,22.63
182005.13,525228.48,20.13
182005.13,525138.48,17.58
182005.13,525048.48,15.98
182005.13,524958.48,17.08
182005.13,524868.48,22.27
182005.13,524778.48,29.13
182005.13,524688.48,30.88
182005.13,524598.48,27.46
182005.13,524508.48,27.1
182005.13,524418.48,32.31
182005.13,524328.48,35.84
182005.13,524238.48,33.19
182005.13,524148.48,28.69
182005.13,524058.48,22.44
182005.13,523968.48,16.3
182005.13,523878.48,12.71
182005.13,523788.48,11.28
182005.13,523698.48,11.23
182005.13,523608.48,13.56
182005.13,523518.48,20.55
182005.13,523428.48,29.51
182005.13,523338.48,32.77
182005.13,523248.48,26.87
182005.13,523158.48,16.91
182005.13,523068.48,10.56
182005.13,522978.48,8.22
182005.13,522888.48,7.29
182005.13,522798.48,6.71
182005.13,522708.48,6.38
182005.13,522618.48,6.83
182005.13,522528.48,9.4
182005.13,522438.48,14.44
182005.13,522348.48,18.96
182005.13,522258.48,19.28
182005.13,522168.48,14.27
182005.13,522078.48,8
182005.13,521988.48,5.65
182005.13,521898.48,4.56
182005.13,521808.48,2.69
182005.13,521718.48,0.91
182005.13,521628.48,0.2
182005.13,521538.48,0.11
182005.13,521448.48,0.24
182005.13,521358.48,0.67
182005.13,521268.48,1.39
182005.13,521178.48,1.98
182005.13,521088.48,2.2
182005.13,520998.48,2.17
182005.13,520908.48,2.12
182005.13,520818.48,2.12
182005.13,520728.48,2.11
182005.13,520638.48,2.07
182005.13,520548.48,2.04
182005.13,520458.48,2.12
182005.13,520368.48,2.28
182005.13,520278.48,2.42
182005.13,520188.48,2.51
182005.13,520098.48,2.53
182005.13,520008.48,2.55
182005.13,519918.48,2.55
182005.13,519828.48,2.44
182005.13,519738.48,2.38
182005.13,519648.48,2.37
182005.13,519558.48,2.28
182005.13,519468.48,2.15
182005.13,519378.48,2.03
182005.13,519288.48,2.21
182005.13,519198.48,3.58
182005.13,519108.48,10.84
182005.13,519018.48,27.25
182005.13,518928.48,37.6
182005.13,518838.48,35.26
182005.13,518748.48,41.32
182005.13,518658.48,56.69
182005.13,518568.48,65.12
182005.13,518478.48,57.46
182005.13,518388.48,44.79
182005.13,518298.48,40.52
182005.13,518208.48,38.68
182005.13,518118.48,31.27
182005.13,518028.48,28.27
182005.13,517938.48,32.58
182005.13,517848.48,33.17
182005.13,517758.48,24.9
182005.13,517668.48,15.37
182005.13,517578.48,11.35
182005.13,517488.48,14.61
182005.13,517398.48,18.92
182005.13,517308.48,16.63
182005.13,517218.48,10.56
182005.13,517128.48,6.3
182005.13,517038.48,5.6
182005.13,516948.48,9.3
182005.13,516858.48,16.56
182005.13,516768.48,20.35
182095.13,544488.48,60.54
182095.13,544398.48,64.44
182095.13,544308.48,64.28
182095.13,544218.48,72.35
182095.13,544128.48,89.06
182095.13,544038.48,100.4
182095.13,543948.48,96.48
182095.13,543858.48,84.6
182095.13,543768.48,82.7
182095.13,543678.48,92.64
182095.13,543588.48,100.18
182095.13,543498.48,98
182095.13,543408.48,95.39
182095.13,543318.48,92.71
182095.13,543228.48,83.92
182095.13,543138.48,73.34
182095.13,543048.48,62.87
182095.13,542958.48,52.33
182095.13,542868.48,43.8
182095.13,542778.48,38.92
182095.13,542688.48,36.04
182095.13,542598.48,34.01
182095.13,542508.48,34.2
182095.13,542418.48,34.34
182095.13,542328.48,33.4
182095.13,542238.48,32.5
182095.13,542148.48,31.7
182095.13,542058.48,30.5
182095.13,541968.48,29.73
182095.13,541878.48,29.8
182095.13,541788.48,30.13
182095.13,541698.48,30.62
182095.13,541608.48,31.37
182095.13,541518.48,31.97
182095.13,541428.48,32.82
182095.13,541338.48,34.72
182095.13,541248.48,37.39
182095.13,541158.48,40.25
182095.13,541068.48,43.38
182095.13,540978.48,47.17
182095.13,540888.48,52.3
182095.13,540798.48,58.98
182095.13,540708.48,67.61
182095.13,540618.48,78.67
182095.13,540528.48,85.7
182095.13,540438.48,82.39
182095.13,540348.48,75.76
182095.13,540258.48,70.81
182095.13,540168.48,63.68
182095.13,540078.48,55.39
182095.13,539988.48,48.1
182095.13,539898.48,42.04
182095.13,539808.48,38.66
182095.13,539718.48,37.46
182095.13,539628.48,36.75
182095.13,539538.48,35.7
182095.13,539448.48,34.78
182095.13,539358.48,34.7
182095.13,539268.48,34.97
182095.13,539178.48,34.63
182095.13,539088.48,33.76
182095.13,538998.48,33.12
182095.13,538908.48,33
182095.13,538818.48,32.44
182095.13,538728.48,31.49
182095.13,538638.48,31.07
182095.13,538548.48,31.09
182095.13,538458.48,31.08
182095.13,538368.48,30.75
182095.13,538278.48,30.29
182095.13,538188.48,29.23
182095.13,538098.48,27.64
182095.13,538008.48,25.94
182095.13,537918.48,24.2
182095.13,537828.48,22.6
182095.13,537738.48,20.31
182095.13,537648.48,17.73
182095.13,537558.48,16.13
182095.13,537468.48,14.78
182095.13,537378.48,14.21
182095.13,537288.48,14.56
182095.13,537198.48,14.36
182095.13,537108.48,13.35
182095.13,537018.48,12.92
182095.13,536928.48,13.07
182095.13,536838.48,12.92
182095.13,536748.48,12
182095.13,536658.48,10.31
182095.13,536568.48,8.49
182095.13,536478.48,7.26
182095.13,536388.48,8.32
182095.13,536298.48,12.45
182095.13,536208.48,18.47
182095.13,536118.48,22.92
182095.13,536028.48,23.96
182095.13,535938.48,20.99
182095.13,535848.48,14.9
182095.13,535758.48,9.81
182095.13,535668.48,7.48
182095.13,535578.48,6.55
182095.13,535488.48,6.17
182095.13,535398.48,5.91
182095.13,535308.48,5.27
182095.13,535218.48,4.85
182095.13,535128.48,4.56
182095.13,535038.48,4.33
182095.13,534948.48,4.2
182095.13,534858.48,4.14
182095.13,534768.48,4.11
182095.13,534678.48,4.09
182095.13,534588.48,4.1
182095.13,534498.48,4.25
182095.13,534408.48,4.48
182095.13,534318.48,4.48
182095.13,534228.48,4.29
182095.13,534138.48,4.29
182095.13,534048.48,4.67
182095.13,533958.48,6.12
182095.13,533868.48,8.86
182095.13,533778.48,11.55
182095.13,533688.48,12.75
182095.13,533598.48,12.75
182095.13,533508.48,13.2
182095.13,533418.48,13.99
182095.13,533328.48,11.96
182095.13,533238.48,8.39
182095.13,533148.48,6.12
182095.13,533058.48,5.1
182095.13,532968.48,5.01
182095.13,532878.48,5.03
182095.13,532788.48,5.03
182095.13,532698.48,5.27
182095.13,532608.48,5.64
182095.13,532518.48,6
182095.13,532428.48,6.15
182095.13,532338.48,5.98
182095.13,532248.48,6.1
182095.13,532158.48,6.95
182095.13,532068.48,6.9
182095.13,531978.48,5.24
182095.13,531888.48,4.31
182095.13,531798.48,4.61
182095.13,531708.48,6.18
182095.13,531618.48,9.38
182095.13,531528.48,13.91
182095.13,531438.48,18.75
182095.13,531348.48,25.4
182095.13,531258.48,37.73
182095.13,531168.48,49.83
182095.13,531078.48,54.12
182095.13,530988.48,54.42
182095.13,530898.48,52.96
182095.13,530808.48,50.29
182095.13,530718.48,43.86
182095.13,530628.48,36.38
182095.13,530538.48,32.96
182095.13,530448.48,33.22
182095.13,530358.48,35.37
182095.13,530268.48,39.13
182095.13,530178.48,45.35
182095.13,530088.48,53.51
182095.13,529998.48,63.37
182095.13,529908.48,73.29
182095.13,529818.48,77.89
182095.13,529728.48,77.17
182095.13,529638.48,74.96
182095.13,529548.48,72.92
182095.13,529458.48,75.36
182095.13,529368.48,82.61
182095.13,529278.48,90.18
182095.13,529188.48,101.99
182095.13,529098.48,121.65
182095.13,529008.48,135.82
182095.13,528918.48,128.39
182095.13,528828.48,108.98
182095.13,528738.48,91.02
182095.13,528648.48,79.51
182095.13,528558.48,72.26
182095.13,528468.48,68.21
182095.13,528378.48,68.51
182095.13,528288.48,65.13
182095.13,528198.48,55.42
182095.13,528108.48,47.21
182095.13,528018.48,41
182095.13,527928.48,32.44
182095.13,527838.48,26.66
182095.13,527748.48,28.22
182095.13,527658.48,32.95
182095.13,527568.48,33.1
182095.13,527478.48,28.6
182095.13,527388.48,24.01
182095.13,527298.48,22.14
182095.13,527208.48,25.48
182095.13,527118.48,33.08
182095.13,527028.48,40.81
182095.13,526938.48,43.17
182095.13,526848.48,37.69
182095.13,526758.48,31.22
182095.13,526668.48,32.78
182095.13,526578.48,38.54
182095.13,526488.48,40.42
182095.13,526398.48,39.21
182095.13,526308.48,35.41
182095.13,526218.48,29.57
182095.13,526128.48,26.7
182095.13,526038.48,26.61
182095.13,525948.48,25.62
182095.13,525858.48,23.8
182095.13,525768.48,22.9
182095.13,525678.48,23.09
182095.13,525588.48,23.64
182095.13,525498.48,23.58
182095.13,525408.48,22.18
182095.13,525318.48,20.08
182095.13,525228.48,17.89
182095.13,525138.48,15.63
182095.13,525048.48,13.86
182095.13,524958.48,13.82
182095.13,524868.48,17.01
182095.13,524778.48,22.8
182095.13,524688.48,27.37
182095.13,524598.48,28.8
182095.13,524508.48,29.4
182095.13,524418.48,31.4
182095.13,524328.48,33
182095.13,524238.48,32.98
182095.13,524148.48,32.35
182095.13,524058.48,27.18
182095.13,523968.48,19.98
182095.13,523878.48,16.4
182095.13,523788.48,15.61
182095.13,523698.48,15.27
182095.13,523608.48,16.75
182095.13,523518.48,24.31
182095.13,523428.48,34.1
182095.13,523338.48,34.37
182095.13,523248.48,24.88
182095.13,523158.48,16.76
182095.13,523068.48,12.43
182095.13,522978.48,9.57
182095.13,522888.48,7.45
182095.13,522798.48,6.45
182095.13,522708.48,6.17
182095.13,522618.48,7.13
182095.13,522528.48,11.12
182095.13,522438.48,17.91
182095.13,522348.48,22.87
182095.13,522258.48,21.48
182095.13,522168.48,14.37
182095.13,522078.48,7.76
182095.13,521988.48,5.57
182095.13,521898.48,4.26
182095.13,521808.48,2.17
182095.13,521718.48,0.54
182095.13,521628.48,0.12
182095.13,521538.48,0.11
182095.13,521448.48,0.24
182095.13,521358.48,0.68
182095.13,521268.48,1.36
182095.13,521178.48,1.92
182095.13,521088.48,2.14
182095.13,520998.48,2.11
182095.13,520908.48,2.09
182095.13,520818.48,2.13
182095.13,520728.48,2.09
182095.13,520638.48,2.01
182095.13,520548.48,2
182095.13,520458.48,2.12
182095.13,520368.48,2.28
182095.13,520278.48,2.41
182095.13,520188.48,2.55
182095.13,520098.48,2.64
182095.13,520008.48,2.71
182095.13,519918.48,2.78
182095.13,519828.48,2.73
182095.13,519738.48,2.6
182095.13,519648.48,2.5
182095.13,519558.48,2.41
182095.13,519468.48,2.31
182095.13,519378.48,2.2
182095.13,519288.48,2.26
182095.13,519198.48,3.19
182095.13,519108.48,8.53
182095.13,519018.48,21.08
182095.13,518928.48,30.78
182095.13,518838.48,32.06
182095.13,518748.48,38.36
182095.13,518658.48,49.38
182095.13,518568.48,54.25
182095.13,518478.48,49.54
182095.13,518388.48,41.51
182095.13,518298.48,37.98
182095.13,518208.48,36.52
182095.13,518118.48,31.41
182095.13,518028.48,27.1
182095.13,517938.48,27.34
182095.13,517848.48,27.12
182095.13,517758.48,21.45
182095.13,517668.48,14.5
182095.13,517578.48,14.13
182095.13,517488.48,18.98
182095.13,517398.48,21.66
182095.13,517308.48,18.69
182095.13,517218.48,12.48
182095.13,517128.48,7.87
182095.13,517038.48,7.63
182095.13,516948.48,12.08
182095.13,516858.48,17.92
182095.13,516768.48,19.01
182185.13,544488.48,70.25
182185.13,544398.48,78.22
182185.13,544308.48,81.06
182185.13,544218.48,89.4
182185.13,544128.48,107.3
182185.13,544038.48,121.52
182185.13,543948.48,119.79
182185.13,543858.48,106.79
182185.13,543768.48,101.37
182185.13,543678.48,104.43
182185.13,543588.48,101.74
182185.13,543498.48,89.13
182185.13,543408.48,79.34
182185.13,543318.48,76.84
182185.13,543228.48,75.29
182185.13,543138.48,72.66
182185.13,543048.48,67.52
182185.13,542958.48,59.67
182185.13,542868.48,51.48
182185.13,542778.48,44.63
182185.13,542688.48,39.52
182185.13,542598.48,37.09
182185.13,542508.48,37.77
182185.13,542418.48,38.66
182185.13,542328.48,37.7
182185.13,542238.48,36
182185.13,542148.48,35.13
182185.13,542058.48,35.47
182185.13,541968.48,36.41
182185.13,541878.48,37.12
182185.13,541788.48,37.08
182185.13,541698.48,36.75
182185.13,541608.48,36.81
182185.13,541518.48,36.84
182185.13,541428.48,37.44
182185.13,541338.48,39.34
182185.13,541248.48,41.98
182185.13,541158.48,45.26
182185.13,541068.48,49.02
182185.13,540978.48,52.33
182185.13,540888.48,55.21
182185.13,540798.48,58.71
182185.13,540708.48,64.32
182185.13,540618.48,71.36
182185.13,540528.48,75.12
182185.13,540438.48,73.09
182185.13,540348.48,69.96
182185.13,540258.48,67.57
182185.13,540168.48,62.08
182185.13,540078.48,54.53
182185.13,539988.48,47.63
182185.13,539898.48,42.47
182185.13,539808.48,39.25
182185.13,539718.48,37.03
182185.13,539628.48,35.83
182185.13,539538.48,35.68
182185.13,539448.48,35.55
182185.13,539358.48,35.07
182185.13,539268.48,35.09
182185.13,539178.48,36.21
182185.13,539088.48,37.2
182185.13,538998.48,36.29
182185.13,538908.48,34.47
182185.13,538818.48,32.52
182185.13,538728.48,30.25
182185.13,538638.48,28.8
182185.13,538548.48,28.77
182185.13,538458.48,28.95
182185.13,538368.48,28.45
182185.13,538278.48,27.59
182185.13,538188.48,26.4
182185.13,538098.48,24.48
182185.13,538008.48,21.69
182185.13,537918.48,19.31
182185.13,537828.48,18.46
182185.13,537738.48,17.22
182185.13,537648.48,15.11
182185.13,537558.48,13.58
182185.13,537468.48,12.4
182185.13,537378.48,11.46
182185.13,537288.48,10.85
182185.13,537198.48,10.15
182185.13,537108.48,9.42
182185.13,537018.48,8.99
182185.13,536928.48,8.74
182185.13,536838.48,8.57
182185.13,536748.48,8.54
182185.13,536658.48,8.63
182185.13,536568.48,8
182185.13,536478.48,6.75
182185.13,536388.48,7.24
182185.13,536298.48,10.34
182185.13,536208.48,14.3
182185.13,536118.48,15.91
182185.13,536028.48,15.73
182185.13,535938.48,14.36
182185.13,535848.48,10.8
182185.13,535758.48,7.58
182185.13,535668.48,6.01
182185.13,535578.48,5.32
182185.13,535488.48,4.88
182185.13,535398.48,4.73
182185.13,535308.48,4.61
182185.13,535218.48,4.47
182185.13,535128.48,4.34
182185.13,535038.48,4.22
182185.13,534948.48,4.15
182185.13,534858.48,4.12
182185.13,534768.48,4.11
182185.13,534678.48,4.11
182185.13,534588.48,4.23
182185.13,534498.48,4.62
182185.13,534408.48,4.98
182185.13,534318.48,4.75
182185.13,534228.48,4.24
182185.13,534138.48,4.14
182185.13,534048.48,4.28
182185.13,533958.48,4.71
182185.13,533868.48,5.5
182185.13,533778.48,6.18
182185.13,533688.48,6.73
182185.13,533598.48,7.87
182185.13,533508.48,9.94
182185.13,533418.48,11.62
182185.13,533328.48,10.22
182185.13,533238.48,7.01
182185.13,533148.48,4.95
182185.13,533058.48,4.45
182185.13,532968.48,4.72
182185.13,532878.48,5.33
182185.13,532788.48,5.78
182185.13,532698.48,5.57
182185.13,532608.48,5.16
182185.13,532518.48,5.14
182185.13,532428.48,5.17
182185.13,532338.48,5.18
182185.13,532248.48,5.94
182185.13,532158.48,7.86
182185.13,532068.48,8.32
182185.13,531978.48,6.05
182185.13,531888.48,4.51
182185.13,531798.48,4.74
182185.13,531708.48,6.36
182185.13,531618.48,10.03
182185.13,531528.48,16.32
182185.13,531438.48,21.9
182185.13,531348.48,24.65
182185.13,531258.48,30.32
182185.13,531168.48,40.14
182185.13,531078.48,51.12
182185.13,530988.48,62.3
182185.13,530898.48,70.11
182185.13,530808.48,70.96
182185.13,530718.48,64.64
182185.13,530628.48,55.47
182185.13,530538.48,49.71
182185.13,530448.48,49.31
182185.13,530358.48,49.65
182185.13,530268.48,49.65
182185.13,530178.48,50.7
182185.13,530088.48,52.77
182185.13,529998.48,58.14
182185.13,529908.48,65.48
182185.13,529818.48,64.15
182185.13,529728.48,55.69
182185.13,529638.48,52.65
182185.13,529548.48,56.19
182185.13,529458.48,63.86
182185.13,529368.48,71.71
182185.13,529278.48,76.49
182185.13,529188.48,80.7
182185.13,529098.48,88.76
182185.13,529008.48,97.21
182185.13,528918.48,96.16
182185.13,528828.48,87.83
182185.13,528738.48,78.02
182185.13,528648.48,68.65
182185.13,528558.48,61.09
182185.13,528468.48,58.23
182185.13,528378.48,60.74
182185.13,528288.48,59.67
182185.13,528198.48,51.53
182185.13,528108.48,44.02
182185.13,528018.48,38.54
182185.13,527928.48,32.39
182185.13,527838.48,29.49
182185.13,527748.48,32.74
182185.13,527658.48,38.28
182185.13,527568.48,39.2
182185.13,527478.48,34.69
182185.13,527388.48,29.01
182185.13,527298.48,26.23
182185.13,527208.48,27.44
182185.13,527118.48,31.47
182185.13,527028.48,37.66
182185.13,526938.48,41.52
182185.13,526848.48,37.14
182185.13,526758.48,30.04
182185.13,526668.48,30.44
182185.13,526578.48,36.6
182185.13,526488.48,40.81
182185.13,526398.48,39.37
182185.13,526308.48,33.99
182185.13,526218.48,29.93
182185.13,526128.48,30.87
182185.13,526038.48,33.14
182185.13,525948.48,31.99
182185.13,525858.48,27.89
182185.13,525768.48,24.96
182185.13,525678.48,23.45
182185.13,525588.48,22.27
182185.13,525498.48,20.75
182185.13,525408.48,18.57
182185.13,525318.48,16.53
182185.13,525228.48,14.85
182185.13,525138.48,13.23
182185.13,525048.48,11.74
182185.13,524958.48,11.38
182185.13,524868.48,14.42
182185.13,524778.48,23.1
182185.13,524688.48,34.98
182185.13,524598.48,42.75
182185.13,524508.48,42.89
182185.13,524418.48,39.58
182185.13,524328.48,36.8
182185.13,524238.48,36
182185.13,524148.48,37.29
182185.13,524058.48,34.94
182185.13,523968.48,28.48
182185.13,523878.48,24.89
182185.13,523788.48,25.1
182185.13,523698.48,23.81
182185.13,523608.48,22.57
182185.13,523518.48,28.93
182185.13,523428.48,37.84
182185.13,523338.48,36.56
182185.13,523248.48,26.85
182185.13,523158.48,21.38
182185.13,523068.48,18.99
182185.13,522978.48,14.18
182185.13,522888.48,8.98
182185.13,522798.48,6.8
182185.13,522708.48,6.17
182185.13,522618.48,6.5
182185.13,522528.48,8.49
182185.13,522438.48,11.86
182185.13,522348.48,14.13
182185.13,522258.48,13.02
182185.13,522168.48,9.35
182185.13,522078.48,6.52
182185.13,521988.48,5.42
182185.13,521898.48,3.86
182185.13,521808.48,1.71
182185.13,521718.48,0.38
182185.13,521628.48,0.1
182185.13,521538.48,0.13
182185.13,521448.48,0.34
182185.13,521358.48,0.96
182185.13,521268.48,1.73
182185.13,521178.48,2.11
182185.13,521088.48,2.13
182185.13,520998.48,2.04
182185.13,520908.48,2.03
182185.13,520818.48,2.11
182185.13,520728.48,2.11
182185.13,520638.48,2.07
182185.13,520548.48,2.18
182185.13,520458.48,2.37
182185.13,520368.48,2.47
182185.13,520278.48,2.53
182185.13,520188.48,2.62
182185.13,520098.48,2.77
182185.13,520008.48,3.05
182185.13,519918.48,3.46
182185.13,519828.48,3.43
182185.13,519738.48,2.9
182185.13,519648.48,2.62
182185.13,519558.48,2.59
182185.13,519468.48,2.57
182185.13,519378.48,2.51
182185.13,519288.48,2.44
182185.13,519198.48,2.7
182185.13,519108.48,4.78
182185.13,519018.48,10.03
182185.13,518928.48,15.71
182185.13,518838.48,19.98
182185.13,518748.48,25.53
182185.13,518658.48,30.4
182185.13,518568.48,32.39
182185.13,518478.48,32.2
182185.13,518388.48,30.26
182185.13,518298.48,28.68
182185.13,518208.48,27.9
182185.13,518118.48,24.46
182185.13,518028.48,20.5
182185.13,517938.48,18.21
182185.13,517848.48,16.37
182185.13,517758.48,14.19
182185.13,517668.48,14.22
182185.13,517578.48,20.39
182185.13,517488.48,26.47
182185.13,517398.48,25.79
182185.13,517308.48,21.4
182185.13,517218.48,14.96
182185.13,517128.48,9.65
182185.13,517038.48,9.9
182185.13,516948.48,15.68
182185.13,516858.48,20.85
182185.13,516768.48,20.05
182275.13,544488.48,80.28
182275.13,544398.48,89.52
182275.13,544308.48,96.41
182275.13,544218.48,107.26
182275.13,544128.48,124.08
182275.13,544038.48,133.76
182275.13,543948.48,128.89
182275.13,543858.48,114.71
182275.13,543768.48,104.44
182275.13,543678.48,101.02
182275.13,543588.48,96.55
182275.13,543498.48,84.35
182275.13,543408.48,70.56
182275.13,543318.48,63.79
182275.13,543228.48,64.01
182275.13,543138.48,67.35
182275.13,543048.48,68.63
182275.13,542958.48,65.51
182275.13,542868.48,58.57
182275.13,542778.48,49.43
182275.13,542688.48,41.5
182275.13,542598.48,37.84
182275.13,542508.48,38.09
182275.13,542418.48,39.08
182275.13,542328.48,38.12
182275.13,542238.48,36.33
182275.13,542148.48,36.1
182275.13,542058.48,38.33
182275.13,541968.48,41.45
182275.13,541878.48,43.38
182275.13,541788.48,43.37
182275.13,541698.48,42.22
182275.13,541608.48,41.69
182275.13,541518.48,41.99
182275.13,541428.48,43.24
182275.13,541338.48,45.32
182275.13,541248.48,47.86
182275.13,541158.48,51.54
182275.13,541068.48,55.95
182275.13,540978.48,59.53
182275.13,540888.48,62.06
182275.13,540798.48,64.66
182275.13,540708.48,68.65
182275.13,540618.48,73.02
182275.13,540528.48,75.39
182275.13,540438.48,74.9
182275.13,540348.48,73.67
182275.13,540258.48,71.85
182275.13,540168.48,65.75
182275.13,540078.48,57.18
182275.13,539988.48,50.04
182275.13,539898.48,45.24
182275.13,539808.48,41.61
182275.13,539718.48,38.94
182275.13,539628.48,37.97
182275.13,539538.48,37.72
182275.13,539448.48,36.51
182275.13,539358.48,34.17
182275.13,539268.48,32.45
182275.13,539178.48,33.05
182275.13,539088.48,34.85
182275.13,538998.48,35.49
182275.13,538908.48,34.69
182275.13,538818.48,32.6
182275.13,538728.48,29.47
182275.13,538638.48,27.2
182275.13,538548.48,27.01
182275.13,538458.48,27.45
182275.13,538368.48,27.29
182275.13,538278.48,26.33
182275.13,538188.48,24.96
182275.13,538098.48,22.7
182275.13,538008.48,19.28
182275.13,537918.48,16.31
182275.13,537828.48,15.21
182275.13,537738.48,14.26
182275.13,537648.48,12.9
182275.13,537558.48,11.89
182275.13,537468.48,10.96
182275.13,537378.48,9.84
182275.13,537288.48,8.68
182275.13,537198.48,7.68
182275.13,537108.48,7.1
182275.13,537018.48,6.85
182275.13,536928.48,6.66
182275.13,536838.48,6.6
182275.13,536748.48,6.99
182275.13,536658.48,7.61
182275.13,536568.48,7.3
182275.13,536478.48,6.37
182275.13,536388.48,6.25
182275.13,536298.48,7.31
182275.13,536208.48,8.7
182275.13,536118.48,8.93
182275.13,536028.48,8.5
182275.13,535938.48,8.04
182275.13,535848.48,6.97
182275.13,535758.48,5.95
182275.13,535668.48,5.3
182275.13,535578.48,4.92
182275.13,535488.48,4.63
182275.13,535398.48,4.42
182275.13,535308.48,4.3
182275.13,535218.48,4.23
182275.13,535128.48,4.21
182275.13,535038.48,4.19
182275.13,534948.48,4.16
182275.13,534858.48,4.14
182275.13,534768.48,4.17
182275.13,534678.48,4.31
182275.13,534588.48,4.64
182275.13,534498.48,5.03
182275.13,534408.48,4.96
182275.13,534318.48,4.42
182275.13,534228.48,4.03
182275.13,534138.48,4.02
182275.13,534048.48,4.15
182275.13,533958.48,4.23
182275.13,533868.48,4.29
182275.13,533778.48,4.37
182275.13,533688.48,4.65
182275.13,533598.48,5.85
182275.13,533508.48,8.25
182275.13,533418.48,10.2
182275.13,533328.48,9.75
182275.13,533238.48,7.7
182275.13,533148.48,5.87
182275.13,533058.48,4.97
182275.13,532968.48,4.85
182275.13,532878.48,5.74
182275.13,532788.48,6.8
182275.13,532698.48,6.29
182275.13,532608.48,4.88
182275.13,532518.48,4.36
182275.13,532428.48,4.2
182275.13,532338.48,4.36
182275.13,532248.48,5.69
182275.13,532158.48,8.34
182275.13,532068.48,8.71
182275.13,531978.48,5.87
182275.13,531888.48,4.49
182275.13,531798.48,4.82
182275.13,531708.48,6.13
182275.13,531618.48,9.81
182275.13,531528.48,16.9
182275.13,531438.48,22.09
182275.13,531348.48,22.37
182275.13,531258.48,24.94
182275.13,531168.48,33.75
182275.13,531078.48,46.49
182275.13,530988.48,58.28
182275.13,530898.48,66.45
182275.13,530808.48,69.74
182275.13,530718.48,68.67
182275.13,530628.48,65.66
182275.13,530538.48,64.36
182275.13,530448.48,64.8
182275.13,530358.48,60.34
182275.13,530268.48,51.65
182275.13,530178.48,45.05
182275.13,530088.48,44.01
182275.13,529998.48,49.61
182275.13,529908.48,57.25
182275.13,529818.48,53.55
182275.13,529728.48,41.76
182275.13,529638.48,39.35
182275.13,529548.48,46.03
182275.13,529458.48,54.73
182275.13,529368.48,61.24
182275.13,529278.48,65.28
182275.13,529188.48,66.3
182275.13,529098.48,66.22
182275.13,529008.48,68.2
182275.13,528918.48,70.82
182275.13,528828.48,71.65
182275.13,528738.48,69.41
182275.13,528648.48,62.35
182275.13,528558.48,54.54
182275.13,528468.48,52.22
182275.13,528378.48,56.35
182275.13,528288.48,57.17
182275.13,528198.48,49.74
182275.13,528108.48,40.97
182275.13,528018.48,35.5
182275.13,527928.48,32.99
182275.13,527838.48,34.7
182275.13,527748.48,40.56
182275.13,527658.48,45.81
182275.13,527568.48,44.62
182275.13,527478.48,38.33
182275.13,527388.48,32.8
182275.13,527298.48,31.24
182275.13,527208.48,31.37
182275.13,527118.48,31.41
