x,y,z
192265.13,529548.48,204.25
192265.13,529458.48,189.5
192265.13,529368.48,182.2
192265.13,529278.48,187.37
192265.13,529188.48,198.81
192265.13,529098.48,197.85
192265.13,529008.48,185.8
192265.13,528918.48,177.46
192265.13,528828.48,170.68
192265.13,528738.48,162.57
192265.13,528648.48,153.04
192265.13,528558.48,141.64
192265.13,528468.48,134.12
192265.13,528378.48,134.33
192265.13,528288.48,142.74
192265.13,528198.48,154.49
192265.13,528108.48,158.22
192265.13,528018.48,152.87
192265.13,527928.48,147.06
192265.13,527838.48,145.93
192265.13,527748.48,147.37
192265.13,527658.48,145.85
192265.13,527568.48,144.35
192265.13,527478.48,151.3
192265.13,527388.48,160.92
192265.13,527298.48,164.89
192265.13,527208.48,168.63
192265.13,527118.48,174.9
192265.13,527028.48,173.54
192265.13,526938.48,159.87
192265.13,526848.48,142.66
192265.13,526758.48,135.9
192265.13,526668.48,137.84
192265.13,526578.48,139.22
192265.13,526488.48,137.79
192265.13,526398.48,137.15
192265.13,526308.48,135.75
192265.13,526218.48,128.86
192265.13,526128.48,119.7
192265.13,526038.48,111.86
192265.13,525948.48,103.94
192265.13,525858.48,97.05
192265.13,525768.48,91.71
192265.13,525678.48,87.33
192265.13,525588.48,81.03
192265.13,525498.48,69.2
192265.13,525408.48,56.87
192265.13,525318.48,52.46
192265.13,525228.48,54.32
192265.13,525138.48,59.2
192265.13,525048.48,63.71
192265.13,524958.48,65.76
192265.13,524868.48,63.7
192265.13,524778.48,56.08
192265.13,524688.48,47.92
192265.13,524598.48,43.3
192265.13,524508.48,40.59
192265.13,524418.48,38.98
192265.13,524328.48,38.05
192265.13,524238.48,38.65
192265.13,524148.48,41.18
192265.13,524058.48,44.08
192265.13,523968.48,44.61
192265.13,523878.48,43.15
192265.13,523788.48,42.73
192265.13,523698.48,43.37
192265.13,523608.48,44.21
192265.13,523518.48,44.56
192265.13,523428.48,41.91
192265.13,523338.48,36.24
192265.13,523248.48,30.28
192265.13,523158.48,25.19
192265.13,523068.48,22.16
192265.13,522978.48,21.44
192265.13,522888.48,24.39
192265.13,522798.48,33.1
192265.13,522708.48,44.34
192265.13,522618.48,51.54
192265.13,522528.48,52.84
192265.13,522438.48,48.41
192265.13,522348.48,41.15
192265.13,522258.48,37.52
192265.13,522168.48,36.72
192265.13,522078.48,36.07
192265.13,521988.48,36.76
192265.13,521898.48,40.8
192265.13,521808.48,46.41
192265.13,521718.48,50.89
192265.13,521628.48,55.38
192265.13,521538.48,60.32
192265.13,521448.48,63.79
192265.13,521358.48,67.84
192265.13,521268.48,73.19
192265.13,521178.48,73.95
192265.13,521088.48,68.71
192265.13,520998.48,62.95
192265.13,520908.48,61.37
192265.13,520818.48,64.72
192265.13,520728.48,69.32
192265.13,520638.48,72.71
192265.13,520548.48,78.13
192265.13,520458.48,79.01
192265.13,520368.48,68.86
192265.13,520278.48,56.33
192265.13,520188.48,51.42
192265.13,520098.48,57
192265.13,520008.48,63.44
192265.13,519918.48,63.78
192265.13,519828.48,63.89
192265.13,519738.48,67.32
192265.13,519648.48,72.41
192265.13,519558.48,81.15
192265.13,519468.48,94.52
192265.13,519378.48,106.53
192265.13,519288.48,110.89
192265.13,519198.48,105.96
192265.13,519108.48,98.97
192265.13,519018.48,98.26
192265.13,518928.48,101.45
192265.13,518838.48,103.88
192265.13,518748.48,102.92
192265.13,518658.48,93.61
192265.13,518568.48,77.91
192265.13,518478.48,63.67
192265.13,518388.48,57.11
192265.13,518298.48,57.98
192265.13,518208.48,57.63
192265.13,518118.48,50.22
192265.13,518028.48,42.99
192265.13,517938.48,42.29
192265.13,517848.48,45.59
192265.13,517758.48,48.92
192265.13,517668.48,50.92
192265.13,517578.48,50.4
192265.13,517488.48,45.65
192265.13,517398.48,36.95
192265.13,517308.48,29.58
192265.13,517218.48,27.57
192265.13,517128.48,28.85
192265.13,517038.48,27.72
192265.13,516948.48,21.87
192265.13,516858.48,15.28
192265.13,516768.48,11.84
192355.13,544488.48,18.02
192355.13,544398.48,16.82
192355.13,544308.48,16.8
192355.13,544218.48,17.3
192355.13,544128.48,18.93
192355.13,544038.48,21.63
192355.13,543948.48,24.44
192355.13,543858.48,26.69
192355.13,543768.48,28.43
192355.13,543678.48,30.71
192355.13,543588.48,33.91
192355.13,543498.48,35.57
192355.13,543408.48,31.16
192355.13,543318.48,22.41
192355.13,543228.48,16.95
192355.13,543138.48,15.71
192355.13,543048.48,15.74
192355.13,542958.48,15.68
192355.13,542868.48,15.72
192355.13,542778.48,16.11
192355.13,542688.48,16.95
192355.13,542598.48,17.99
192355.13,542508.48,18.99
192355.13,542418.48,19.88
192355.13,542328.48,20.42
192355.13,542238.48,20.54
192355.13,542148.48,20.93
192355.13,542058.48,21.95
192355.13,541968.48,23.14
192355.13,541878.48,24.19
192355.13,541788.48,26.48
192355.13,541698.48,31.47
192355.13,541608.48,38.88
192355.13,541518.48,47.83
192355.13,541428.48,60.07
192355.13,541338.48,75.81
192355.13,541248.48,87.49
192355.13,541158.48,90.71
192355.13,541068.48,93.09
192355.13,540978.48,99.3
192355.13,540888.48,107.77
192355.13,540798.48,117.18
192355.13,540708.48,124.65
192355.13,540618.48,121.76
192355.13,540528.48,109.4
192355.13,540438.48,100.23
192355.13,540348.48,97.64
192355.13,540258.48,97.25
192355.13,540168.48,99.48
192355.13,540078.48,106.96
192355.13,539988.48,119.09
192355.13,539898.48,132.19
192355.13,539808.48,135.36
192355.13,539718.48,121.91
192355.13,539628.48,102.45
192355.13,539538.48,84.12
192355.13,539448.48,68.24
192355.13,539358.48,56.03
192355.13,539268.48,48.66
192355.13,539178.48,46.51
192355.13,539088.48,48.43
192355.13,538998.48,52.26
192355.13,538908.48,60.66
192355.13,538818.48,76.81
192355.13,538728.48,94.74
192355.13,538638.48,101.71
192355.13,538548.48,98.39
192355.13,538458.48,95.77
192355.13,538368.48,99.35
192355.13,538278.48,110.19
192355.13,538188.48,126.59
192355.13,538098.48,146.77
192355.13,538008.48,168.67
192355.13,537918.48,189.22
192355.13,537828.48,198.22
192355.13,537738.48,184.2
192355.13,537648.48,156.03
192355.13,537558.48,131.49
192355.13,537468.48,113.57
192355.13,537378.48,102.88
192355.13,537288.48,95.9
192355.13,537198.48,89.98
192355.13,537108.48,83.86
192355.13,537018.48,78.04
192355.13,536928.48,73.09
192355.13,536838.48,69.05
192355.13,536748.48,65.2
192355.13,536658.48,60.1
192355.13,536568.48,54.17
192355.13,536478.48,50.17
192355.13,536388.48,47.22
192355.13,536298.48,44.09
192355.13,536208.48,42.31
192355.13,536118.48,43.95
192355.13,536028.48,48.85
192355.13,535938.48,55.97
192355.13,535848.48,62.92
192355.13,535758.48,67.87
192355.13,535668.48,71.39
192355.13,535578.48,70.69
192355.13,535488.48,62.78
192355.13,535398.48,51.26
192355.13,535308.48,40.35
192355.13,535218.48,32.73
192355.13,535128.48,30.05
192355.13,535038.48,29.27
192355.13,534948.48,28.18
192355.13,534858.48,26.88
192355.13,534768.48,26.01
192355.13,534678.48,25.65
192355.13,534588.48,24.99
192355.13,534498.48,23.62
192355.13,534408.48,23.12
192355.13,534318.48,23.83
192355.13,534228.48,23.81
192355.13,534138.48,23.52
192355.13,534048.48,24.16
192355.13,533958.48,26.29
192355.13,533868.48,28.75
192355.13,533778.48,30.26
192355.13,533688.48,31.45
192355.13,533598.48,32.69
192355.13,533508.48,33.92
192355.13,533418.48,35.42
192355.13,533328.48,37.05
192355.13,533238.48,38.2
192355.13,533148.48,38.89
192355.13,533058.48,39.56
192355.13,532968.48,40.51
192355.13,532878.48,41.66
192355.13,532788.48,43.44
192355.13,532698.48,48.41
192355.13,532608.48,57.27
192355.13,532518.48,63.96
192355.13,532428.48,64.49
192355.13,532338.48,64.69
192355.13,532248.48,69.13
192355.13,532158.48,75.63
192355.13,532068.48,82.15
192355.13,531978.48,92.9
192355.13,531888.48,109.28
192355.13,531798.48,129.85
192355.13,531708.48,153.53
192355.13,531618.48,173.16
192355.13,531528.48,187.03
192355.13,531438.48,203.11
192355.13,531348.48,218.36
192355.13,531258.48,223.93
192355.13,531168.48,230.32
192355.13,531078.48,251.31
192355.13,530988.48,282.53
192355.13,530898.48,317.28
192355.13,530808.48,352.86
192355.13,530718.48,385.81
192355.13,530628.48,409.61
192355.13,530538.48,426.97
192355.13,530448.48,440.35
192355.13,530358.48,433.07
192355.13,530268.48,402
192355.13,530178.48,363.55
192355.13,530088.48,326.14
192355.13,529998.48,291.41
192355.13,529908.48,260.81
192355.13,529818.48,233.34
192355.13,529728.48,211.69
192355.13,529638.48,194.41
192355.13,529548.48,176.96
192355.13,529458.48,163.56
192355.13,529368.48,157.53
192355.13,529278.48,164.03
192355.13,529188.48,176.42
192355.13,529098.48,172.98
192355.13,529008.48,155.71
192355.13,528918.48,142.4
192355.13,528828.48,134.07
192355.13,528738.48,128.3
192355.13,528648.48,122.89
192355.13,528558.48,118.12
192355.13,528468.48,117.89
192355.13,528378.48,124.84
192355.13,528288.48,137.84
192355.13,528198.48,147.61
192355.13,528108.48,145.76
192355.13,528018.48,136.86
192355.13,527928.48,130.39
192355.13,527838.48,131.7
192355.13,527748.48,136.86
192355.13,527658.48,134.89
192355.13,527568.48,130.64
192355.13,527478.48,137.36
192355.13,527388.48,146.59
192355.13,527298.48,149.25
192355.13,527208.48,154.64
192355.13,527118.48,168.31
192355.13,527028.48,179.14
192355.13,526938.48,176.64
192355.13,526848.48,163.76
192355.13,526758.48,156.37
192355.13,526668.48,156.97
192355.13,526578.48,155.77
192355.13,526488.48,150.27
192355.13,526398.48,142.72
192355.13,526308.48,132.66
192355.13,526218.48,119.06
192355.13,526128.48,106.85
192355.13,526038.48,100.81
192355.13,525948.48,96.63
192355.13,525858.48,91.26
192355.13,525768.48,85.31
192355.13,525678.48,80.08
192355.13,525588.48,74.03
192355.13,525498.48,64.73
192355.13,525408.48,56
192355.13,525318.48,54.38
192355.13,525228.48,57.15
192355.13,525138.48,60.51
192355.13,525048.48,62.64
192355.13,524958.48,63.01
192355.13,524868.48,60.18
192355.13,524778.48,53.78
192355.13,524688.48,47.75
192355.13,524598.48,43.77
192355.13,524508.48,41.6
192355.13,524418.48,41.31
192355.13,524328.48,41.63
192355.13,524238.48,42.79
192355.13,524148.48,44.31
192355.13,524058.48,45.78
192355.13,523968.48,46.26
192355.13,523878.48,46.28
192355.13,523788.48,47.85
192355.13,523698.48,49.38
192355.13,523608.48,48.82
192355.13,523518.48,47.82
192355.13,523428.48,45.96
192355.13,523338.48,41.27
192355.13,523248.48,34.62
192355.13,523158.48,27.47
192355.13,523068.48,22.88
192355.13,522978.48,21.2
192355.13,522888.48,21.96
192355.13,522798.48,26.73
192355.13,522708.48,33.79
192355.13,522618.48,38.63
192355.13,522528.48,40.45
192355.13,522438.48,39.2
192355.13,522348.48,35.54
192355.13,522258.48,34.24
192355.13,522168.48,35.03
192355.13,522078.48,35.78
192355.13,521988.48,37.91
192355.13,521898.48,43.73
192355.13,521808.48,49.83
192355.13,521718.48,53.28
192355.13,521628.48,57.73
192355.13,521538.48,63.42
192355.13,521448.48,65.99
192355.13,521358.48,68.4
192355.13,521268.48,74.63
192355.13,521178.48,78.89
192355.13,521088.48,76.04
192355.13,520998.48,70.75
192355.13,520908.48,69.13
192355.13,520818.48,71.74
192355.13,520728.48,74.74
192355.13,520638.48,75.16
192355.13,520548.48,77.16
192355.13,520458.48,75.59
192355.13,520368.48,65.83
192355.13,520278.48,56.22
192355.13,520188.48,54.7
192355.13,520098.48,63.86
192355.13,520008.48,75.32
192355.13,519918.48,79.42
192355.13,519828.48,78.76
192355.13,519738.48,80.89
192355.13,519648.48,85.43
192355.13,519558.48,92.85
192355.13,519468.48,104.93
192355.13,519378.48,116.88
192355.13,519288.48,124.24
192355.13,519198.48,123.85
192355.13,519108.48,119.23
192355.13,519018.48,115.18
192355.13,518928.48,111.42
192355.13,518838.48,107.36
192355.13,518748.48,100.22
192355.13,518658.48,87.67
192355.13,518568.48,73.11
192355.13,518478.48,63.14
192355.13,518388.48,60.65
192355.13,518298.48,64.93
192355.13,518208.48,66.93
192355.13,518118.48,58.51
192355.13,518028.48,48.28
192355.13,517938.48,44.66
192355.13,517848.48,44.29
192355.13,517758.48,43.2
192355.13,517668.48,41.02
192355.13,517578.48,38.81
192355.13,517488.48,34.63
192355.13,517398.48,27.59
192355.13,517308.48,21.9
192355.13,517218.48,20.29
192355.13,517128.48,20.92
192355.13,517038.48,20.32
192355.13,516948.48,17.16
192355.13,516858.48,14.51
192355.13,516768.48,15.06
192445.13,544488.48,18.12
192445.13,544398.48,17.18
192445.13,544308.48,17.11
192445.13,544218.48,17.38
192445.13,544128.48,18.64
192445.13,544038.48,21.01
192445.13,543948.48,23.67
192445.13,543858.48,25.95
192445.13,543768.48,27.93
192445.13,543678.48,30.1
192445.13,543588.48,31.56
192445.13,543498.48,30.89
192445.13,543408.48,26.42
192445.13,543318.48,19.91
192445.13,543228.48,16.19
192445.13,543138.48,15.6
192445.13,543048.48,15.68
192445.13,542958.48,15.64
192445.13,542868.48,15.68
192445.13,542778.48,16.16
192445.13,542688.48,17.35
192445.13,542598.48,19.08
192445.13,542508.48,21.29
192445.13,542418.48,23.98
192445.13,542328.48,25.04
192445.13,542238.48,23.35
192445.13,542148.48,21.94
192445.13,542058.48,21.82
192445.13,541968.48,22.31
192445.13,541878.48,23.01
192445.13,541788.48,24.62
192445.13,541698.48,28.46
192445.13,541608.48,34.22
192445.13,541518.48,41.64
192445.13,541428.48,54.27
192445.13,541338.48,71.89
192445.13,541248.48,82.68
192445.13,541158.48,83.61
192445.13,541068.48,88.24
192445.13,540978.48,99.43
192445.13,540888.48,110.96
192445.13,540798.48,118.73
192445.13,540708.48,120.68
192445.13,540618.48,114.09
192445.13,540528.48,101.99
192445.13,540438.48,92.45
192445.13,540348.48,89.55
192445.13,540258.48,91.16
192445.13,540168.48,96.07
192445.13,540078.48,104.91
192445.13,539988.48,119.02
192445.13,539898.48,136.27
192445.13,539808.48,142.68
192445.13,539718.48,129.76
192445.13,539628.48,109.48
192445.13,539538.48,90.78
192445.13,539448.48,75.78
192445.13,539358.48,64.76
192445.13,539268.48,57.21
192445.13,539178.48,55.01
192445.13,539088.48,58.01
192445.13,538998.48,61.2
192445.13,538908.48,67.08
192445.13,538818.48,80.47
192445.13,538728.48,100.04
192445.13,538638.48,114.99
192445.13,538548.48,118.39
192445.13,538458.48,114.83
192445.13,538368.48,113.97
192445.13,538278.48,121.08
192445.13,538188.48,133.96
192445.13,538098.48,152.27
192445.13,538008.48,175.48
192445.13,537918.48,198.7
192445.13,537828.48,207.07
192445.13,537738.48,188.17
192445.13,537648.48,155.41
192445.13,537558.48,126.52
192445.13,537468.48,103.52
192445.13,537378.48,90.38
192445.13,537288.48,83.67
192445.13,537198.48,79.16
192445.13,537108.48,74.89
192445.13,537018.48,70.81
192445.13,536928.48,66.77
192445.13,536838.48,62.98
192445.13,536748.48,60.04
192445.13,536658.48,56.37
192445.13,536568.48,51.83
192445.13,536478.48,49.32
192445.13,536388.48,47.5
192445.13,536298.48,45.84
192445.13,536208.48,47.34
192445.13,536118.48,55.09
192445.13,536028.48,66.04
192445.13,535938.48,74.03
192445.13,535848.48,76.46
192445.13,535758.48,74.54
192445.13,535668.48,72.47
192445.13,535578.48,69.1
192445.13,535488.48,60.28
192445.13,535398.48,48.78
192445.13,535308.48,38.51
192445.13,535218.48,31.96
192445.13,535128.48,29.89
192445.13,535038.48,29.06
192445.13,534948.48,27.99
192445.13,534858.48,26.96
192445.13,534768.48,26.53
192445.13,534678.48,26.46
192445.13,534588.48,25.58
192445.13,534498.48,23.89
192445.13,534408.48,23.5
192445.13,534318.48,24.21
192445.13,534228.48,24
192445.13,534138.48,23.71
192445.13,534048.48,24.3
192445.13,533958.48,26.21
192445.13,533868.48,28.52
192445.13,533778.48,30.05
192445.13,533688.48,31.28
192445.13,533598.48,32.52
192445.13,533508.48,33.61
192445.13,533418.48,34.6
192445.13,533328.48,35.55
192445.13,533238.48,36.32
192445.13,533148.48,37.13
192445.13,533058.48,38.06
192445.13,532968.48,39.2
192445.13,532878.48,40.81
192445.13,532788.48,44.61
192445.13,532698.48,55.5
192445.13,532608.48,72.13
192445.13,532518.48,82.02
192445.13,532428.48,79.3
192445.13,532338.48,73.05
192445.13,532248.48,71.57
192445.13,532158.48,75.3
192445.13,532068.48,83.14
192445.13,531978.48,98.05
192445.13,531888.48,118.03
192445.13,531798.48,138.32
192445.13,531708.48,157.44
192445.13,531618.48,169.57
192445.13,531528.48,180.79
192445.13,531438.48,203.23
192445.13,531348.48,230.32
192445.13,531258.48,246.27
192445.13,531168.48,250.59
192445.13,531078.48,259.12
192445.13,530988.48,280.75
192445.13,530898.48,312.14
192445.13,530808.48,346.89
192445.13,530718.48,376.9
192445.13,530628.48,394.8
192445.13,530538.48,406.51
192445.13,530448.48,419.69
192445.13,530358.48,416.79
192445.13,530268.48,388.95
192445.13,530178.48,350.23
192445.13,530088.48,312.56
192445.13,529998.48,277.57
192445.13,529908.48,244.47
192445.13,529818.48,213.11
192445.13,529728.48,189.6
192445.13,529638.48,174.07
192445.13,529548.48,159.08
192445.13,529458.48,146.38
192445.13,529368.48,139.89
192445.13,529278.48,144.38
192445.13,529188.48,155.02
192445.13,529098.48,152.56
192445.13,529008.48,136.93
192445.13,528918.48,123.98
192445.13,528828.48,115.75
192445.13,528738.48,110.35
192445.13,528648.48,106.33
192445.13,528558.48,105.05
192445.13,528468.48,108.63
192445.13,528378.48,119.16
192445.13,528288.48,132.73
192445.13,528198.48,138.34
192445.13,528108.48,133.73
192445.13,528018.48,125.9
192445.13,527928.48,121.54
192445.13,527838.48,124.64
192445.13,527748.48,129.53
192445.13,527658.48,126.24
192445.13,527568.48,122.59
192445.13,527478.48,128.93
192445.13,527388.48,136.25
192445.13,527298.48,138.5
192445.13,527208.48,144.86
192445.13,527118.48,158.56
192445.13,527028.48,173.26
192445.13,526938.48,180.85
192445.13,526848.48,175.81
192445.13,526758.48,167.67
192445.13,526668.48,163.37
192445.13,526578.48,156.19
192445.13,526488.48,145.21
192445.13,526398.48,132.37
192445.13,526308.48,119.05
192445.13,526218.48,106.23
192445.13,526128.48,95.22
192445.13,526038.48,88.42
192445.13,525948.48,84.76
192445.13,525858.48,81.4
192445.13,525768.48,77.25
192445.13,525678.48,72.82
192445.13,525588.48,67.74
192445.13,525498.48,61.41
192445.13,525408.48,57.05
192445.13,525318.48,57.82
192445.13,525228.48,59.46
192445.13,525138.48,59.13
192445.13,525048.48,58.49
192445.13,524958.48,58.66
192445.13,524868.48,56.56
192445.13,524778.48,51.18
192445.13,524688.48,46.75
192445.13,524598.48,44.04
192445.13,524508.48,42.85
192445.13,524418.48,44.19
192445.13,524328.48,47.06
192445.13,524238.48,49.28
192445.13,524148.48,49.09
192445.13,524058.48,47.68
192445.13,523968.48,46.37
192445.13,523878.48,46.46
192445.13,523788.48,48.64
192445.13,523698.48,49.7
192445.13,523608.48,47.07
192445.13,523518.48,44.3
192445.13,523428.48,43.21
192445.13,523338.48,41.24
192445.13,523248.48,36.66
192445.13,523158.48,29.27
192445.13,523068.48,23.22
192445.13,522978.48,21.16
192445.13,522888.48,21.13
192445.13,522798.48,23.08
192445.13,522708.48,26.83
192445.13,522618.48,30.26
192445.13,522528.48,32.02
192445.13,522438.48,32.16
192445.13,522348.48,31.6
192445.13,522258.48,32.41
192445.13,522168.48,34.51
192445.13,522078.48,36.91
192445.13,521988.48,40.73
192445.13,521898.48,45.84
192445.13,521808.48,48.61
192445.13,521718.48,50.44
192445.13,521628.48,55.16
192445.13,521538.48,59.8
192445.13,521448.48,61.09
192445.13,521358.48,63.81
192445.13,521268.48,70.77
192445.13,521178.48,78.5
192445.13,521088.48,81.18
192445.13,520998.48,78.6
192445.13,520908.48,76.65
192445.13,520818.48,77.63
192445.13,520728.48,78.74
192445.13,520638.48,78.32
192445.13,520548.48,79.45
192445.13,520458.48,74.65
192445.13,520368.48,62.65
192445.13,520278.48,56.05
192445.13,520188.48,59.29
192445.13,520098.48,71.63
192445.13,520008.48,86.96
192445.13,519918.48,95.05
192445.13,519828.48,94.77
192445.13,519738.48,97.58
192445.13,519648.48,103.5
192445.13,519558.48,106.1
192445.13,519468.48,108.96
192445.13,519378.48,113.67
192445.13,519288.48,120.72
192445.13,519198.48,125.37
192445.13,519108.48,122.9
192445.13,519018.48,111.89
192445.13,518928.48,98.56
192445.13,518838.48,90.71
192445.13,518748.48,82.87
192445.13,518658.48,73.36
192445.13,518568.48,63.21
192445.13,518478.48,54.66
192445.13,518388.48,50.78
192445.13,518298.48,54.53
192445.13,518208.48,59.62
192445.13,518118.48,54.87
192445.13,518028.48,44.34
192445.13,517938.48,38.12
192445.13,517848.48,35.59
192445.13,517758.48,33.23
192445.13,517668.48,29.56
192445.13,517578.48,25.96
192445.13,517488.48,22.45
192445.13,517398.48,19.22
192445.13,517308.48,17.27
192445.13,517218.48,16.67
192445.13,517128.48,16.58
192445.13,517038.48,16.32
192445.13,516948.48,16.41
192445.13,516858.48,19.19
192445.13,516768.48,24.32
192535.13,544488.48,18.24
192535.13,544398.48,17.47
192535.13,544308.48,17.54
192535.13,544218.48,18.05
192535.13,544128.48,19.43
192535.13,544038.48,21.75
192535.13,543948.48,24.3
192535.13,543858.48,26.44
192535.13,543768.48,27.8
192535.13,543678.48,27.86
192535.13,543588.48,26.2
192535.13,543498.48,23.61
192535.13,543408.48,20.44
192535.13,543318.48,17.56
192535.13,543228.48,16.08
192535.13,543138.48,15.74
192535.13,543048.48,15.68
192535.13,542958.48,15.64
192535.13,542868.48,15.74
192535.13,542778.48,16.38
192535.13,542688.48,17.89
192535.13,542598.48,20.41
192535.13,542508.48,24.78
192535.13,542418.48,31.24
192535.13,542328.48,34
192535.13,542238.48,30.09
192535.13,542148.48,26.34
192535.13,542058.48,24.25
192535.13,541968.48,23.02
192535.13,541878.48,22.99
192535.13,541788.48,23.83
192535.13,541698.48,25.81
192535.13,541608.48,28.99
192535.13,541518.48,34.26
192535.13,541428.48,44.6
192535.13,541338.48,58.49
192535.13,541248.48,66.39
192535.13,541158.48,69.47
192535.13,541068.48,80.33
192535.13,540978.48,96.23
192535.13,540888.48,107.69
192535.13,540798.48,111.3
192535.13,540708.48,107.62
192535.13,540618.48,99.08
192535.13,540528.48,90.68
192535.13,540438.48,83.46
192535.13,540348.48,80.41
192535.13,540258.48,83.97
192535.13,540168.48,94.04
192535.13,540078.48,107.26
192535.13,539988.48,122.89
192535.13,539898.48,140.59
192535.13,539808.48,147.46
192535.13,539718.48,134.63
192535.13,539628.48,115.09
192535.13,539538.48,99.69
192535.13,539448.48,87.68
192535.13,539358.48,75.83
192535.13,539268.48,66.3
192535.13,539178.48,64.55
192535.13,539088.48,69.43
192535.13,538998.48,72.29
192535.13,538908.48,75.34
192535.13,538818.48,84.89
192535.13,538728.48,102.42
192535.13,538638.48,122.12
192535.13,538548.48,133.08
192535.13,538458.48,132.13
192535.13,538368.48,129.89
192535.13,538278.48,134.62
192535.13,538188.48,145.18
192535.13,538098.48,161.51
192535.13,538008.48,183.96
192535.13,537918.48,207.18
192535.13,537828.48,215.83
192535.13,537738.48,199.48
192535.13,537648.48,167.52
192535.13,537558.48,130.53
192535.13,537468.48,97.5
192535.13,537378.48,81.13
192535.13,537288.48,75.73
192535.13,537198.48,72.87
192535.13,537108.48,69.92
192535.13,537018.48,66.83
192535.13,536928.48,63.77
192535.13,536838.48,61.15
192535.13,536748.48,59.24
192535.13,536658.48,56.81
192535.13,536568.48,54.24
192535.13,536478.48,53.16
192535.13,536388.48,52.29
192535.13,536298.48,52.02
192535.13,536208.48,56.43
192535.13,536118.48,68.42
192535.13,536028.48,79.5
192535.13,535938.48,80.28
192535.13,535848.48,74.39
192535.13,535758.48,66.88
192535.13,535668.48,60.77
192535.13,535578.48,55.45
192535.13,535488.48,47.63
192535.13,535398.48,39.7
192535.13,535308.48,33.88
192535.13,535218.48,30.8
192535.13,535128.48,29.76
192535.13,535038.48,28.95
192535.13,534948.48,28.13
192535.13,534858.48,28.1
192535.13,534768.48,29.72
192535.13,534678.48,31.52
192535.13,534588.48,30.11
192535.13,534498.48,26.1
192535.13,534408.48,24.15
192535.13,534318.48,24.56
192535.13,534228.48,24.3
192535.13,534138.48,23.98
192535.13,534048.48,24.42
192535.13,533958.48,26.07
192535.13,533868.48,28.17
192535.13,533778.48,29.68
192535.13,533688.48,30.86
192535.13,533598.48,32.04
192535.13,533508.48,33.17
192535.13,533418.48,34.14
192535.13,533328.48,34.87
192535.13,533238.48,35.47
192535.13,533148.48,36.51
192535.13,533058.48,37.77
192535.13,532968.48,38.88
192535.13,532878.48,40.47
192535.13,532788.48,46.15
192535.13,532698.48,62.11
192535.13,532608.48,83.48
192535.13,532518.48,95.93
192535.13,532428.48,96.09
192535.13,532338.48,90.8
192535.13,532248.48,88.23
192535.13,532158.48,91.25
192535.13,532068.48,98.37
192535.13,531978.48,110.46
192535.13,531888.48,127.72
192535.13,531798.48,144.41
192535.13,531708.48,154.44
192535.13,531618.48,156.38
192535.13,531528.48,164.69
192535.13,531438.48,189.34
192535.13,531348.48,223.08
192535.13,531258.48,256.3
192535.13,531168.48,278.89
192535.13,531078.48,290.36
192535.13,530988.48,303.91
192535.13,530898.48,325.37
192535.13,530808.48,351.49
192535.13,530718.48,368.96
192535.13,530628.48,371.36
192535.13,530538.48,373.4
192535.13,530448.48,384.26
192535.13,530358.48,385.48
192535.13,530268.48,367.15
192535.13,530178.48,334.76
192535.13,530088.48,299.89
192535.13,529998.48,266.49
192535.13,529908.48,233.52
192535.13,529818.48,198.27
192535.13,529728.48,169.62
192535.13,529638.48,153.95
192535.13,529548.48,141.72
192535.13,529458.48,130.63
192535.13,529368.48,124.96
192535.13,529278.48,127.65
192535.13,529188.48,134.65
192535.13,529098.48,131.24
192535.13,529008.48,117.46
192535.13,528918.48,107.76
192535.13,528828.48,102.88
192535.13,528738.48,99.61
192535.13,528648.48,97.16
192535.13,528558.48,97.46
192535.13,528468.48,101.95
192535.13,528378.48,111.61
192535.13,528288.48,121.21
192535.13,528198.48,122.71
192535.13,528108.48,118.91
192535.13,528018.48,115.86
192535.13,527928.48,114.72
192535.13,527838.48,116.78
192535.13,527748.48,119.21
192535.13,527658.48,116.14
192535.13,527568.48,115.13
192535.13,527478.48,120.59
192535.13,527388.48,125.74
192535.13,527298.48,129.05
192535.13,527208.48,136.47
192535.13,527118.48,148.84
192535.13,527028.48,164.4
192535.13,526938.48,177.07
192535.13,526848.48,176.92
192535.13,526758.48,168.61
192535.13,526668.48,161.61
192535.13,526578.48,151.57
192535.13,526488.48,137.37
192535.13,526398.48,121.67
192535.13,526308.48,107.64
192535.13,526218.48,95.91
192535.13,526128.48,86.4
192535.13,526038.48,79.97
192535.13,525948.48,76.32
192535.13,525858.48,73.9
192535.13,525768.48,71.01
192535.13,525678.48,67.48
192535.13,525588.48,64.06
192535.13,525498.48,60.83
192535.13,525408.48,59.45
192535.13,525318.48,60.52
192535.13,525228.48,60.2
192535.13,525138.48,57.42
192535.13,525048.48,55.21
192535.13,524958.48,54.7
192535.13,524868.48,52.74
192535.13,524778.48,48.09
192535.13,524688.48,44.84
192535.13,524598.48,44.11
192535.13,524508.48,45
192535.13,524418.48,48.37
192535.13,524328.48,53.1
192535.13,524238.48,54.74
192535.13,524148.48,52.26
192535.13,524058.48,47.74
192535.13,523968.48,43.99
192535.13,523878.48,44.04
192535.13,523788.48,46.59
192535.13,523698.48,46.83
192535.13,523608.48,43.48
192535.13,523518.48,40.86
192535.13,523428.48,40.26
192535.13,523338.48,39.45
192535.13,523248.48,36.08
192535.13,523158.48,29.16
192535.13,523068.48,23.05
